,id,zipcode,season,price_median_region,price_median_season,price,recommendation_price,profit
10374,2968800626,98166,summer,390000.0,410000.0,355000.0,461500.0,106500.0
10376,243000335,98166,fall,390000.0,344497.5,305000.0,396500.0,91500.0
10395,2968801366,98166,winter,390000.0,373000.0,350000.0,455000.0,105000.0
10400,4330600301,98166,summer,390000.0,410000.0,218450.0,283985.0,65535.0
10402,6117501015,98166,summer,390000.0,410000.0,387500.0,503750.0,116250.0
10403,1220000100,98166,spring,390000.0,422000.0,215000.0,279500.0,64500.0
10411,4331400090,98166,spring,390000.0,422000.0,270000.0,351000.0,81000.0
10417,4331400190,98166,fall,390000.0,344497.5,259950.0,337935.0,77985.0
10424,2338800161,98166,winter,390000.0,373000.0,365000.0,474500.0,109500.0
10426,3541600235,98166,fall,390000.0,344497.5,350000.0,525000.0,175000.0
10440,617000089,98166,fall,390000.0,344497.5,274000.0,356200.0,82200.0
10446,1148000190,98166,spring,390000.0,422000.0,249950.0,324935.0,74985.0
10449,243000380,98166,spring,390000.0,422000.0,365000.0,474500.0,109500.0
10453,4197400043,98166,winter,390000.0,373000.0,330000.0,429000.0,99000.0
10457,1218000025,98166,fall,390000.0,344497.5,246000.0,319800.0,73800.0
10463,1430800100,98166,winter,390000.0,373000.0,356000.0,462800.0,106800.0
10465,6117501755,98166,winter,390000.0,373000.0,355000.0,461500.0,106500.0
10467,1900600105,98166,summer,390000.0,410000.0,255000.0,331500.0,76500.0
10469,6118600045,98166,summer,390000.0,410000.0,350000.0,455000.0,105000.0
10476,1430800162,98166,winter,390000.0,373000.0,250000.0,325000.0,75000.0
10491,4338800685,98166,summer,390000.0,410000.0,299999.0,389998.7,89999.7
10497,1217000270,98166,fall,390000.0,344497.5,338995.0,440693.5,101698.5
10500,1217000340,98166,summer,390000.0,410000.0,185000.0,240500.0,55500.0
10509,2968801085,98166,spring,390000.0,422000.0,334000.0,434200.0,100200.0
10510,1900600040,98166,spring,390000.0,422000.0,265000.0,344500.0,79500.0
10517,1219000043,98166,spring,390000.0,422000.0,315000.0,409500.0,94500.0
10522,4338800720,98166,winter,390000.0,373000.0,240000.0,312000.0,72000.0
10523,1217000481,98166,winter,390000.0,373000.0,345000.0,448500.0,103500.0
10526,7635800180,98166,spring,390000.0,422000.0,320000.0,416000.0,96000.0
10527,1430800258,98166,spring,390000.0,422000.0,244000.0,317200.0,73200.0
10528,2423039122,98166,summer,390000.0,410000.0,327000.0,425100.0,98100.0
10529,4331000595,98166,fall,390000.0,344497.5,260000.0,338000.0,78000.0
10536,2968800010,98166,fall,390000.0,344497.5,275000.0,357500.0,82500.0
10538,1214000080,98166,summer,390000.0,410000.0,329950.0,428935.0,98985.0
10544,4438400050,98166,summer,390000.0,410000.0,239000.0,310700.0,71700.0
10550,2968800660,98166,spring,390000.0,422000.0,285000.0,370500.0,85500.0
10551,6117502455,98166,spring,390000.0,422000.0,375000.0,487500.0,112500.0
10555,1214000050,98166,fall,390000.0,344497.5,350000.0,525000.0,175000.0
10556,4338800500,98166,fall,390000.0,344497.5,262500.0,341250.0,78750.0
10557,2968800825,98166,spring,390000.0,422000.0,300000.0,390000.0,90000.0
10559,4337600280,98166,fall,390000.0,344497.5,229000.0,297700.0,68700.0
10563,4337600005,98166,winter,390000.0,373000.0,153000.0,198900.0,45900.0
10564,4476400275,98166,winter,390000.0,373000.0,335000.0,435500.0,100500.0
10565,2966800010,98166,fall,390000.0,344497.5,297000.0,386100.0,89100.0
10567,5006000170,98166,winter,390000.0,373000.0,293000.0,380900.0,87900.0
10570,2968801240,98166,spring,390000.0,422000.0,211000.0,274300.0,63300.0
10573,2968800645,98166,spring,390000.0,422000.0,215000.0,279500.0,64500.0
10576,4335000145,98166,summer,390000.0,410000.0,368000.0,478400.0,110400.0
10581,2968801130,98166,fall,390000.0,344497.5,360000.0,540000.0,180000.0
10584,2968801605,98166,fall,390000.0,344497.5,285000.0,370500.0,85500.0
10586,1901600090,98166,summer,390000.0,410000.0,359000.0,466700.0,107700.0
10600,1099611230,98023,fall,268750.0,272000.0,199000.0,258700.0,59700.0
10606,100600550,98023,summer,268750.0,253750.0,226500.0,294450.0,67950.0
10607,7972000200,98023,spring,268750.0,280000.0,264950.0,344435.0,79485.0
10615,8945200860,98023,winter,268750.0,268450.0,180000.0,234000.0,54000.0
10617,5029450160,98023,summer,268750.0,253750.0,222000.0,288600.0,66600.0
10621,8731901940,98023,spring,268750.0,280000.0,218000.0,283400.0,65400.0
10624,9510900270,98023,winter,268750.0,268450.0,254000.0,330200.0,76200.0
10626,100600860,98023,spring,268750.0,280000.0,237500.0,308750.0,71250.0
10629,1788700160,98023,winter,268750.0,268450.0,195000.0,253500.0,58500.0
10630,4388000140,98023,summer,268750.0,253750.0,194000.0,252200.0,58200.0
10632,8732131200,98023,summer,268750.0,253750.0,258000.0,387000.0,129000.0
10639,8581200030,98023,winter,268750.0,268450.0,230000.0,299000.0,69000.0
10642,8581200350,98023,summer,268750.0,253750.0,187500.0,243750.0,56250.0
10643,8731900340,98023,summer,268750.0,253750.0,264000.0,396000.0,132000.0
10648,3279000240,98023,spring,268750.0,280000.0,232500.0,302250.0,69750.0
10661,8581200160,98023,fall,268750.0,272000.0,193000.0,250900.0,57900.0
10663,5028600550,98023,winter,268750.0,268450.0,262000.0,340600.0,78600.0
10664,8945300200,98023,summer,268750.0,253750.0,207500.0,269750.0,62250.0
10665,5560000710,98023,spring,268750.0,280000.0,210000.0,273000.0,63000.0
10667,9510900710,98023,spring,268750.0,280000.0,267345.0,347548.5,80203.5
10668,1099610260,98023,summer,268750.0,253750.0,212000.0,275600.0,63600.0
10669,1788700295,98023,spring,268750.0,280000.0,172000.0,223600.0,51600.0
10671,8732160240,98023,fall,268750.0,272000.0,223000.0,289900.0,66900.0
10672,8731951130,98023,summer,268750.0,253750.0,250250.0,325325.0,75075.0
10674,5029450850,98023,winter,268750.0,268450.0,205000.0,266500.0,61500.0
10675,2188200785,98023,fall,268750.0,272000.0,196000.0,254800.0,58800.0
10681,5029450110,98023,spring,268750.0,280000.0,215000.0,279500.0,64500.0
10685,8731902680,98023,fall,268750.0,272000.0,218000.0,283400.0,65400.0
10689,4168000110,98023,summer,268750.0,253750.0,207000.0,269100.0,62100.0
10702,8731901810,98023,spring,268750.0,280000.0,260000.0,338000.0,78000.0
10705,9542800820,98023,spring,268750.0,280000.0,235000.0,305500.0,70500.0
10715,109210280,98023,fall,268750.0,272000.0,220000.0,286000.0,66000.0
10716,7205000080,98023,winter,268750.0,268450.0,268000.0,348400.0,80400.0
10719,9542801990,98023,spring,268750.0,280000.0,266500.0,346450.0,79950.0
10720,2557000630,98023,summer,268750.0,253750.0,266000.0,399000.0,133000.0
10721,4388000460,98023,fall,268750.0,272000.0,195000.0,253500.0,58500.0
10729,9211500010,98023,spring,268750.0,280000.0,210000.0,273000.0,63000.0
10732,8732030080,98023,summer,268750.0,253750.0,230000.0,299000.0,69000.0
10740,9320900420,98023,fall,268750.0,272000.0,89000.0,115700.0,26700.0
10747,1898600050,98023,summer,268750.0,253750.0,257500.0,386250.0,128750.0
10754,1099600250,98023,winter,268750.0,268450.0,260000.0,338000.0,78000.0
10757,3306300630,98023,fall,268750.0,272000.0,212000.0,275600.0,63600.0
10759,9202000080,98023,summer,268750.0,253750.0,215000.0,279500.0,64500.0
10760,1788900380,98023,winter,268750.0,268450.0,185000.0,240500.0,55500.0
10761,9269750460,98023,spring,268750.0,280000.0,247000.0,321100.0,74100.0
10768,3279000460,98023,fall,268750.0,272000.0,196500.0,255450.0,58950.0
10775,8945100050,98023,spring,268750.0,280000.0,222000.0,288600.0,66600.0
10776,1099600010,98023,summer,268750.0,253750.0,210000.0,273000.0,63000.0
10780,2421039075,98023,fall,268750.0,272000.0,195000.0,253500.0,58500.0
10782,1788300020,98023,summer,268750.0,253750.0,183500.0,238550.0,55050.0
10787,1099600090,98023,summer,268750.0,253750.0,205000.0,266500.0,61500.0
10788,8731982550,98023,winter,268750.0,268450.0,245000.0,318500.0,73500.0
10794,5560001130,98023,winter,268750.0,268450.0,200000.0,260000.0,60000.0
10800,7137800300,98023,summer,268750.0,253750.0,228950.0,297635.0,68685.0
10813,8945300090,98023,summer,268750.0,253750.0,205950.0,267735.0,61785.0
10817,9510900360,98023,spring,268750.0,280000.0,260000.0,338000.0,78000.0
10819,8945300110,98023,spring,268750.0,280000.0,196000.0,254800.0,58800.0
10821,1321039076,98023,summer,268750.0,253750.0,209950.0,272935.0,62985.0
10823,8731982250,98023,summer,268750.0,253750.0,268500.0,402750.0,134250.0
10824,6386700110,98023,summer,268750.0,253750.0,245000.0,318500.0,73500.0
10825,1938400040,98023,winter,268750.0,268450.0,246000.0,319800.0,73800.0
10829,8732040820,98023,fall,268750.0,272000.0,247000.0,321100.0,74100.0
10833,5029450200,98023,spring,268750.0,280000.0,265000.0,344500.0,79500.0
10835,395800370,98023,spring,268750.0,280000.0,246600.0,320580.0,73980.0
10840,8731801260,98023,winter,268750.0,268450.0,234000.0,304200.0,70200.0
10841,5557500270,98023,winter,268750.0,268450.0,262000.0,340600.0,78600.0
10844,4388000260,98023,spring,268750.0,280000.0,200000.0,260000.0,60000.0
10848,4167100240,98023,spring,268750.0,280000.0,252000.0,327600.0,75600.0
10856,4167700240,98023,winter,268750.0,268450.0,268450.0,402675.0,134225.0
10864,2337300370,98023,winter,268750.0,268450.0,175000.0,227500.0,52500.0
10868,1788700070,98023,summer,268750.0,253750.0,170000.0,221000.0,51000.0
10873,248000240,98023,summer,268750.0,253750.0,219000.0,284700.0,65700.0
10882,109200390,98023,summer,268750.0,253750.0,245000.0,318500.0,73500.0
10884,9324300030,98023,summer,268750.0,253750.0,264500.0,396750.0,132250.0
10889,8731982470,98023,summer,268750.0,253750.0,245000.0,318500.0,73500.0
10901,1788800910,98023,fall,268750.0,272000.0,190000.0,247000.0,57000.0
10902,8945300040,98023,fall,268750.0,272000.0,225000.0,292500.0,67500.0
10919,8731800210,98023,summer,268750.0,253750.0,235000.0,305500.0,70500.0
10920,8945100530,98023,spring,268750.0,280000.0,172380.0,224094.0,51714.0
10921,9324320040,98023,summer,268750.0,253750.0,220000.0,286000.0,66000.0
10927,1099750610,98023,summer,268750.0,253750.0,231500.0,300950.0,69450.0
10931,8732020770,98023,fall,268750.0,272000.0,263850.0,343005.0,79155.0
10936,121039038,98023,summer,268750.0,253750.0,169000.0,219700.0,50700.0
10938,5153200666,98023,winter,268750.0,268450.0,212000.0,275600.0,63600.0
10945,5029460180,98023,fall,268750.0,272000.0,260000.0,338000.0,78000.0
10948,9211520150,98023,spring,268750.0,280000.0,236000.0,306800.0,70800.0
10953,9211500150,98023,winter,268750.0,268450.0,235000.0,305500.0,70500.0
10954,6386600170,98023,fall,268750.0,272000.0,217000.0,282100.0,65100.0
10955,5560000480,98023,fall,268750.0,272000.0,169950.0,220935.0,50985.0
10960,1938400010,98023,winter,268750.0,268450.0,244000.0,317200.0,73200.0
10964,7972000010,98023,spring,268750.0,280000.0,120750.0,156975.0,36225.0
10969,8732130680,98023,fall,268750.0,272000.0,210000.0,273000.0,63000.0
10971,1503200050,98023,fall,268750.0,272000.0,252000.0,327600.0,75600.0
10972,8945300290,98023,winter,268750.0,268450.0,160000.0,208000.0,48000.0
10983,8731982630,98023,spring,268750.0,280000.0,240000.0,312000.0,72000.0
10984,2791500020,98023,summer,268750.0,253750.0,250500.0,325650.0,75150.0
10990,1788700185,98023,spring,268750.0,280000.0,198500.0,258050.0,59550.0
10991,5557800010,98023,summer,268750.0,253750.0,261350.0,392025.0,130675.0
10993,4168100130,98023,spring,268750.0,280000.0,230000.0,299000.0,69000.0
10995,7956300020,98023,summer,268750.0,253750.0,206000.0,267800.0,61800.0
11002,5029450290,98023,fall,268750.0,272000.0,230000.0,299000.0,69000.0
11004,6386600130,98023,summer,268750.0,253750.0,218000.0,283400.0,65400.0
11006,8944300010,98023,summer,268750.0,253750.0,230000.0,299000.0,69000.0
11011,8732160250,98023,winter,268750.0,268450.0,204250.0,265525.0,61275.0
11014,4168100020,98023,winter,268750.0,268450.0,209950.0,272935.0,62985.0
11022,9264900880,98023,summer,268750.0,253750.0,263000.0,394500.0,131500.0
11023,2599700040,98023,winter,268750.0,268450.0,160000.0,208000.0,48000.0
11026,8731950910,98023,winter,268750.0,268450.0,227000.0,295100.0,68100.0
11041,8732040180,98023,winter,268750.0,268450.0,245000.0,318500.0,73500.0
11042,5560000540,98023,summer,268750.0,253750.0,223000.0,289900.0,66900.0
11047,5557700210,98023,winter,268750.0,268450.0,192500.0,250250.0,57750.0
11053,1788700230,98023,spring,268750.0,280000.0,191000.0,248300.0,57300.0
11055,104510230,98023,fall,268750.0,272000.0,252000.0,327600.0,75600.0
11057,9211500230,98023,fall,268750.0,272000.0,263000.0,341900.0,78900.0
11059,8731960540,98023,winter,268750.0,268450.0,242000.0,314600.0,72600.0
11060,1099600620,98023,spring,268750.0,280000.0,160000.0,208000.0,48000.0
11061,9320901250,98023,fall,268750.0,272000.0,133400.0,173420.0,40020.0
11063,3306200230,98023,spring,268750.0,280000.0,147000.0,191100.0,44100.0
11090,2123039032,98070,fall,465000.0,422250.0,369900.0,480870.0,110970.0
11091,7004200060,98070,fall,465000.0,422250.0,309600.0,402480.0,92880.0
11094,3523029041,98070,fall,465000.0,422250.0,290000.0,377000.0,87000.0
11096,5341600030,98070,spring,465000.0,462500.0,255000.0,331500.0,76500.0
11101,2817100570,98070,summer,465000.0,465000.0,453000.0,588900.0,135900.0
11104,3123039089,98070,summer,465000.0,465000.0,252000.0,327600.0,75600.0
11105,3023039066,98070,spring,465000.0,462500.0,329500.0,428350.0,98850.0
11106,2817100900,98070,spring,465000.0,462500.0,256500.0,333450.0,76950.0
11108,8550001515,98070,fall,465000.0,422250.0,429592.0,644388.0,214796.0
11116,3522029031,98070,spring,465000.0,462500.0,363750.0,472875.0,109125.0
11119,2817100430,98070,spring,465000.0,462500.0,389000.0,505700.0,116700.0
11120,3123039063,98070,fall,465000.0,422250.0,303000.0,393900.0,90900.0
11121,2923039217,98070,summer,465000.0,465000.0,350000.0,455000.0,105000.0
11122,8887001640,98070,fall,465000.0,422250.0,416500.0,541450.0,124950.0
11125,222029026,98070,fall,465000.0,422250.0,340000.0,442000.0,102000.0
11130,792500190,98070,summer,465000.0,465000.0,410000.0,533000.0,123000.0
11134,2551500220,98070,summer,465000.0,465000.0,330000.0,429000.0,99000.0
11142,522039103,98070,fall,465000.0,422250.0,310000.0,403000.0,93000.0
11146,3523029077,98070,fall,465000.0,422250.0,297000.0,386100.0,89100.0
11149,8887001600,98070,spring,465000.0,462500.0,280000.0,364000.0,84000.0
11153,7558800570,98070,summer,465000.0,465000.0,367000.0,477100.0,110100.0
11156,1422029117,98070,summer,465000.0,465000.0,319000.0,414700.0,95700.0
11158,792500260,98070,summer,465000.0,465000.0,430000.0,559000.0,129000.0
11159,2023039045,98070,fall,465000.0,422250.0,295000.0,383500.0,88500.0
11168,2817100040,98070,winter,465000.0,519000.0,355000.0,461500.0,106500.0
11170,8887001215,98070,fall,465000.0,422250.0,407185.0,529340.5,122155.5
11171,1269200150,98070,winter,465000.0,519000.0,358000.0,465400.0,107400.0
11172,2551500180,98070,fall,465000.0,422250.0,295000.0,383500.0,88500.0
11176,2051200506,98070,spring,465000.0,462500.0,390000.0,507000.0,117000.0
11181,3623029034,98070,spring,465000.0,462500.0,230000.0,299000.0,69000.0
11184,3874400380,98070,spring,465000.0,462500.0,445000.0,578500.0,133500.0
11191,2122039137,98070,spring,465000.0,462500.0,462500.0,693750.0,231250.0
11192,1535204365,98070,fall,465000.0,422250.0,428000.0,642000.0,214000.0
11197,3223039149,98070,summer,465000.0,465000.0,395000.0,513500.0,118500.0
11198,3123039042,98070,winter,465000.0,519000.0,383000.0,497900.0,114900.0
11200,5216200090,98070,summer,465000.0,465000.0,385000.0,500500.0,115500.0
11212,9558200025,98148,summer,274000.0,289000.0,265000.0,344500.0,79500.0
11252,7957600025,98148,spring,274000.0,251200.0,245000.0,318500.0,73500.0
11254,3123049131,98148,winter,274000.0,255000.0,244000.0,317200.0,73200.0
11257,6123000090,98148,fall,274000.0,267000.0,267000.0,400500.0,133500.0
11265,7171200445,98105,winter,675000.0,651000.0,550700.0,715910.0,165210.0
11268,2436701180,98105,summer,675000.0,679500.0,671500.0,872950.0,201450.0
11274,8818900060,98105,fall,675000.0,655000.0,664000.0,996000.0,332000.0
11281,8816400885,98105,fall,675000.0,655000.0,450000.0,585000.0,135000.0
11282,925049360,98105,spring,675000.0,815000.0,512000.0,665600.0,153600.0
11290,8813400245,98105,winter,675000.0,651000.0,635000.0,825500.0,190500.0
11291,9191201790,98105,fall,675000.0,655000.0,556000.0,722800.0,166800.0
11294,9550202870,98105,winter,675000.0,651000.0,417000.0,542100.0,125100.0
11301,3856905010,98105,summer,675000.0,679500.0,565000.0,734500.0,169500.0
11305,3856902250,98105,winter,675000.0,651000.0,593500.0,771550.0,178050.0
11309,8827900015,98105,summer,675000.0,679500.0,501000.0,651300.0,150300.0
11310,8818900300,98105,fall,675000.0,655000.0,618000.0,803400.0,185400.0
11318,6746700605,98105,winter,675000.0,651000.0,530000.0,689000.0,159000.0
11320,6338000014,98105,fall,675000.0,655000.0,625000.0,812500.0,187500.0
11328,6338000592,98105,summer,675000.0,679500.0,565000.0,734500.0,169500.0
11342,8827900690,98105,spring,675000.0,815000.0,600000.0,780000.0,180000.0
11344,9191200015,98105,fall,675000.0,655000.0,613200.0,797160.0,183960.0
11346,2436700315,98105,fall,675000.0,655000.0,441500.0,573950.0,132450.0
11349,3179100720,98105,winter,675000.0,651000.0,602000.0,782600.0,180600.0
11354,9191201250,98105,winter,675000.0,651000.0,580000.0,754000.0,174000.0
11362,3856901880,98105,summer,675000.0,679500.0,514000.0,668200.0,154200.0
11367,2862100260,98105,fall,675000.0,655000.0,540000.0,702000.0,162000.0
11369,8819900055,98105,spring,675000.0,815000.0,503000.0,653900.0,150900.0
11370,1797501275,98105,spring,675000.0,815000.0,665000.0,864500.0,199500.0
11375,1928300350,98105,winter,675000.0,651000.0,570000.0,741000.0,171000.0
11376,6746700565,98105,fall,675000.0,655000.0,447000.0,581100.0,134100.0
11378,8827900560,98105,fall,675000.0,655000.0,655000.0,982500.0,327500.0
11381,1928300640,98105,summer,675000.0,679500.0,541000.0,703300.0,162300.0
11383,2436700800,98105,spring,675000.0,815000.0,620000.0,806000.0,186000.0
11393,3589500260,98105,fall,675000.0,655000.0,550000.0,715000.0,165000.0
11395,2436200320,98105,spring,675000.0,815000.0,577000.0,750100.0,173100.0
11396,9191200435,98105,fall,675000.0,655000.0,471000.0,612300.0,141300.0
11403,2862100205,98105,fall,675000.0,655000.0,469950.0,610935.0,140985.0
11404,9550202700,98105,winter,675000.0,651000.0,460000.0,598000.0,138000.0
11408,3131201563,98105,summer,675000.0,679500.0,435000.0,565500.0,130500.0
11416,2436700540,98105,fall,675000.0,655000.0,665000.0,997500.0,332500.0
11430,9191200380,98105,winter,675000.0,651000.0,550000.0,715000.0,165000.0
11432,8813400345,98105,spring,675000.0,815000.0,575000.0,747500.0,172500.0
11439,9550204450,98105,winter,675000.0,651000.0,651000.0,976500.0,325500.0
11448,4206901435,98105,winter,675000.0,651000.0,650000.0,845000.0,195000.0
11454,8714600145,98105,spring,675000.0,815000.0,540000.0,702000.0,162000.0
11456,9191201385,98105,spring,675000.0,815000.0,505400.0,657020.0,151620.0
11464,2436700395,98105,fall,675000.0,655000.0,621000.0,807300.0,186300.0
11465,8827901415,98105,spring,675000.0,815000.0,613000.0,796900.0,183900.0
11472,9191201325,98105,spring,675000.0,815000.0,534000.0,694200.0,160200.0
11474,8812401450,98105,winter,675000.0,651000.0,660000.0,990000.0,330000.0
11477,2436200025,98105,fall,675000.0,655000.0,580000.0,754000.0,174000.0
11493,1274500060,98042,summer,292500.0,300000.0,204000.0,265200.0,61200.0
11499,1796360350,98042,winter,292500.0,286475.0,255000.0,331500.0,76500.0
11503,7942100310,98042,winter,292500.0,286475.0,232000.0,301600.0,69600.0
11510,8648200030,98042,summer,292500.0,300000.0,260000.0,338000.0,78000.0
11513,1865820370,98042,fall,292500.0,279000.0,166600.0,216580.0,49980.0
11515,8648220270,98042,spring,292500.0,301000.0,291500.0,378950.0,87450.0
11518,1795500240,98042,summer,292500.0,300000.0,249500.0,324350.0,74850.0
11519,1865810060,98042,summer,292500.0,300000.0,267500.0,347750.0,80250.0
11521,1842900030,98042,spring,292500.0,301000.0,234000.0,304200.0,70200.0
11524,2329800240,98042,winter,292500.0,286475.0,285000.0,370500.0,85500.0
11526,5469300270,98042,spring,292500.0,301000.0,234000.0,304200.0,70200.0
11531,3728800320,98042,spring,292500.0,301000.0,264000.0,343200.0,79200.0
11544,2618300350,98042,summer,292500.0,300000.0,199000.0,258700.0,59700.0
11545,2916620240,98042,summer,292500.0,300000.0,264950.0,344435.0,79485.0
11546,1796381070,98042,summer,292500.0,300000.0,270000.0,351000.0,81000.0
11548,8651441620,98042,fall,292500.0,279000.0,210000.0,273000.0,63000.0
11549,5470100270,98042,winter,292500.0,286475.0,225000.0,292500.0,67500.0
11565,8651443480,98042,winter,292500.0,286475.0,282000.0,366600.0,84600.0
11566,8651410090,98042,spring,292500.0,301000.0,209000.0,271700.0,62700.0
11569,8092501240,98042,summer,292500.0,300000.0,219950.0,285935.0,65985.0
11570,8651401270,98042,spring,292500.0,301000.0,203000.0,263900.0,60900.0
11575,1796351080,98042,summer,292500.0,300000.0,208000.0,270400.0,62400.0
11581,8651400750,98042,fall,292500.0,279000.0,209950.0,272935.0,62985.0
11583,1274500300,98042,summer,292500.0,300000.0,200000.0,260000.0,60000.0
11589,2916600110,98042,spring,292500.0,301000.0,214946.0,279429.8,64483.8
11593,4178500100,98042,summer,292500.0,300000.0,282500.0,367250.0,84750.0
11594,322059097,98042,fall,292500.0,279000.0,269900.0,350870.0,80970.0
11595,1156000100,98042,winter,292500.0,286475.0,246700.0,320710.0,74010.0
11598,1796370930,98042,summer,292500.0,300000.0,260000.0,338000.0,78000.0
11608,2522059112,98042,spring,292500.0,301000.0,248500.0,323050.0,74550.0
11609,8651440740,98042,winter,292500.0,286475.0,219000.0,284700.0,65700.0
11612,7942200050,98042,winter,292500.0,286475.0,261000.0,339300.0,78300.0
11613,2212900470,98042,winter,292500.0,286475.0,186000.0,241800.0,55800.0
11626,8651400680,98042,summer,292500.0,300000.0,179000.0,232700.0,53700.0
11631,2618300080,98042,spring,292500.0,301000.0,242500.0,315250.0,72750.0
11633,3222069153,98042,fall,292500.0,279000.0,286900.0,430350.0,143450.0
11640,7942100290,98042,fall,292500.0,279000.0,199000.0,258700.0,59700.0
11649,2212900920,98042,summer,292500.0,300000.0,215000.0,279500.0,64500.0
11650,8651430780,98042,summer,292500.0,300000.0,178000.0,231400.0,53400.0
11652,8651442810,98042,summer,292500.0,300000.0,152000.0,197600.0,45600.0
11656,8651443190,98042,winter,292500.0,286475.0,199500.0,259350.0,59850.0
11657,2329800430,98042,winter,292500.0,286475.0,254000.0,330200.0,76200.0
11658,1274500420,98042,fall,292500.0,279000.0,234000.0,304200.0,70200.0
11660,8651402910,98042,summer,292500.0,300000.0,176000.0,228800.0,52800.0
11663,8651401680,98042,spring,292500.0,301000.0,198000.0,257400.0,59400.0
11664,2868900020,98042,spring,292500.0,301000.0,215000.0,279500.0,64500.0
11665,2618300190,98042,winter,292500.0,286475.0,255000.0,331500.0,76500.0
11666,1796360080,98042,summer,292500.0,300000.0,237950.0,309335.0,71385.0
11667,2222059099,98042,fall,292500.0,279000.0,215000.0,279500.0,64500.0
11669,8648210050,98042,spring,292500.0,301000.0,280000.0,364000.0,84000.0
11670,4030500130,98042,fall,292500.0,279000.0,243500.0,316550.0,73050.0
11671,4178500440,98042,winter,292500.0,286475.0,279900.0,363870.0,83970.0
11676,8651402660,98042,fall,292500.0,279000.0,175409.0,228031.7,52622.7
11683,1022059123,98042,winter,292500.0,286475.0,250000.0,325000.0,75000.0
11686,1796350300,98042,summer,292500.0,300000.0,195000.0,253500.0,58500.0
11689,5470100220,98042,fall,292500.0,279000.0,222000.0,288600.0,66600.0
11703,8651410740,98042,winter,292500.0,286475.0,189000.0,245700.0,56700.0
11708,1796360870,98042,fall,292500.0,279000.0,225000.0,292500.0,67500.0
11709,8092700230,98042,winter,292500.0,286475.0,249950.0,324935.0,74985.0
11711,2422059111,98042,summer,292500.0,300000.0,291000.0,378300.0,87300.0
11714,4178500300,98042,fall,292500.0,279000.0,269000.0,349700.0,80700.0
11717,8651411460,98042,winter,292500.0,286475.0,214000.0,278200.0,64200.0
11719,2212900180,98042,winter,292500.0,286475.0,220000.0,286000.0,66000.0
11722,1796370150,98042,fall,292500.0,279000.0,240000.0,312000.0,72000.0
11725,4053200410,98042,spring,292500.0,301000.0,273000.0,354900.0,81900.0
11727,7942100180,98042,summer,292500.0,300000.0,230000.0,299000.0,69000.0
11728,8651401720,98042,fall,292500.0,279000.0,215000.0,279500.0,64500.0
11729,5469300330,98042,fall,292500.0,279000.0,275000.0,357500.0,82500.0
11732,1796370730,98042,spring,292500.0,301000.0,259900.0,337870.0,77970.0
11736,8651442510,98042,fall,292500.0,279000.0,220000.0,286000.0,66000.0
11738,8651443360,98042,fall,292500.0,279000.0,195700.0,254410.0,58710.0
11739,6600400270,98042,winter,292500.0,286475.0,202000.0,262600.0,60600.0
11741,2550820060,98042,spring,292500.0,301000.0,280000.0,364000.0,84000.0
11744,4051100390,98042,spring,292500.0,301000.0,240000.0,312000.0,72000.0
11746,1274500700,98042,spring,292500.0,301000.0,237200.0,308360.0,71160.0
11747,322059264,98042,fall,292500.0,279000.0,279000.0,418500.0,139500.0
11753,1796360340,98042,summer,292500.0,300000.0,269950.0,350935.0,80985.0
11757,8651411070,98042,fall,292500.0,279000.0,180000.0,234000.0,54000.0
11759,8651410240,98042,winter,292500.0,286475.0,209000.0,271700.0,62700.0
11761,1796380060,98042,winter,292500.0,286475.0,253000.0,328900.0,75900.0
11766,8648210140,98042,winter,292500.0,286475.0,265000.0,344500.0,79500.0
11768,2329800140,98042,winter,292500.0,286475.0,291000.0,436500.0,145500.0
11769,6600400260,98042,spring,292500.0,301000.0,201000.0,261300.0,60300.0
11773,8651441290,98042,winter,292500.0,286475.0,195000.0,253500.0,58500.0
11782,6600400370,98042,fall,292500.0,279000.0,215000.0,279500.0,64500.0
11784,1795500060,98042,fall,292500.0,279000.0,198400.0,257920.0,59520.0
11788,5547500070,98042,summer,292500.0,300000.0,216000.0,280800.0,64800.0
11789,1796200140,98042,spring,292500.0,301000.0,270000.0,351000.0,81000.0
11790,3622059157,98042,fall,292500.0,279000.0,205000.0,266500.0,61500.0
11792,8651411420,98042,spring,292500.0,301000.0,218000.0,283400.0,65400.0
11795,9412700160,98042,summer,292500.0,300000.0,255000.0,331500.0,76500.0
11796,5466750140,98042,spring,292500.0,301000.0,270000.0,351000.0,81000.0
11798,1796360370,98042,spring,292500.0,301000.0,257000.0,334100.0,77100.0
11803,8651443420,98042,fall,292500.0,279000.0,280000.0,420000.0,140000.0
11806,4051110240,98042,summer,292500.0,300000.0,225000.0,292500.0,67500.0
11810,1796370180,98042,spring,292500.0,301000.0,260000.0,338000.0,78000.0
11815,8092501400,98042,spring,292500.0,301000.0,209950.0,272935.0,62985.0
11816,2212901010,98042,spring,292500.0,301000.0,229950.0,298935.0,68985.0
11820,8651410330,98042,spring,292500.0,301000.0,215150.0,279695.0,64545.0
11830,2122059077,98042,fall,292500.0,279000.0,198900.0,258570.0,59670.0
11834,8651440230,98042,summer,292500.0,300000.0,229999.0,298998.7,68999.7
11841,8092700220,98042,spring,292500.0,301000.0,280000.0,364000.0,84000.0
